Date,continue_next,change_next,next_segment_completed_by,next_segment_same_direction,next_segment_opp_direction,next_segment_theta,next_segment_amp,next_segment_length,next_segment_net_return
2016-01-20 00:00:00+00:00,True,False,,,,,,,
2016-01-21 00:00:00+00:00,True,False,,,,,,,
2016-01-22 00:00:00+00:00,True,False,,,,,,,
2016-01-25 00:00:00+00:00,True,False,,,,,,,
2016-01-26 00:00:00+00:00,True,False,,,,,,,
2016-01-27 00:00:00+00:00,False,True,6.0,1.0,0.0,0.016265111690685334,0.016266546175169427,1.0,0.016266546175169427
2016-01-28 00:00:00+00:00,False,True,22.0,1.0,0.0,0.007079015554099204,0.2651538872292858,16.0,0.018423760670330136
2016-01-29 00:00:00+00:00,True,False,,,,,,,
2016-02-01 00:00:00+00:00,True,False,,,,,,,
2016-02-02 00:00:00+00:00,True,False,,,,,,,
2016-02-03 00:00:00+00:00,True,False,,,,,,,
2016-02-04 00:00:00+00:00,True,False,,,,,,,
2016-02-05 00:00:00+00:00,True,False,,,,,,,
2016-02-08 00:00:00+00:00,True,False,,,,,,,
2016-02-09 00:00:00+00:00,True,False,,,,,,,
2016-02-10 00:00:00+00:00,True,False,,,,,,,
2016-02-11 00:00:00+00:00,True,False,,,,,,,
2016-02-12 00:00:00+00:00,True,False,,,,,,,
2016-02-16 00:00:00+00:00,True,False,,,,,,,
2016-02-17 00:00:00+00:00,True,False,,,,,,,
2016-02-18 00:00:00+00:00,True,False,,,,,,,
2016-02-19 00:00:00+00:00,True,False,,,,,,,
2016-02-22 00:00:00+00:00,False,True,32.0,0.0,1.0,-0.002092247654347858,0.14664184274749692,10.0,-0.03125267813056842
2016-02-23 00:00:00+00:00,True,False,,,,,,,
2016-02-24 00:00:00+00:00,True,False,,,,,,,
2016-02-25 00:00:00+00:00,True,False,,,,,,,
2016-02-26 00:00:00+00:00,True,False,,,,,,,
2016-02-29 00:00:00+00:00,True,False,,,,,,,
2016-03-01 00:00:00+00:00,True,False,,,,,,,
2016-03-02 00:00:00+00:00,True,False,,,,,,,
2016-03-03 00:00:00+00:00,True,False,,,,,,,
2016-03-04 00:00:00+00:00,True,False,,,,,,,
2016-03-07 00:00:00+00:00,False,True,34.0,0.0,1.0,0.019067753475274212,0.034855004852788696,2.0,0.034855004852788696
2016-03-08 00:00:00+00:00,True,False,,,,,,,
2016-03-09 00:00:00+00:00,False,True,35.0,0.0,1.0,-0.015062747713815045,0.015063886994587161,1.0,-0.015063886994587161
2016-03-10 00:00:00+00:00,False,True,46.0,0.0,1.0,0.001287444181648006,0.10007391991610426,11.0,0.028224576734362294
2016-03-11 00:00:00+00:00,True,False,,,,,,,
2016-03-14 00:00:00+00:00,True,False,,,,,,,
2016-03-15 00:00:00+00:00,True,False,,,,,,,
2016-03-16 00:00:00+00:00,True,False,,,,,,,
2016-03-17 00:00:00+00:00,True,False,,,,,,,
2016-03-18 00:00:00+00:00,True,False,,,,,,,
2016-03-21 00:00:00+00:00,True,False,,,,,,,
2016-03-22 00:00:00+00:00,True,False,,,,,,,
2016-03-23 00:00:00+00:00,True,False,,,,,,,
2016-03-24 00:00:00+00:00,True,False,,,,,,,
2016-03-28 00:00:00+00:00,False,True,52.0,1.0,0.0,0.005351519878347675,0.05555681685153768,6.0,0.01887158861274063
2016-03-29 00:00:00+00:00,True,False,,,,,,,
2016-03-30 00:00:00+00:00,True,False,,,,,,,
2016-03-31 00:00:00+00:00,True,False,,,,,,,
2016-04-01 00:00:00+00:00,True,False,,,,,,,
2016-04-04 00:00:00+00:00,True,False,,,,,,,
2016-04-05 00:00:00+00:00,False,True,53.0,1.0,0.0,0.010211315674654062,0.01021167060404693,1.0,0.01021167060404693
2016-04-06 00:00:00+00:00,False,True,71.0,0.0,1.0,-0.027664972868928724,0.21200135050559776,18.0,-0.08536353169651534
2016-04-07 00:00:00+00:00,True,False,,,,,,,
2016-04-08 00:00:00+00:00,True,False,,,,,,,
2016-04-11 00:00:00+00:00,True,False,,,,,,,
2016-04-12 00:00:00+00:00,True,False,,,,,,,
2016-04-13 00:00:00+00:00,True,False,,,,,,,
2016-04-14 00:00:00+00:00,True,False,,,,,,,
2016-04-15 00:00:00+00:00,True,False,,,,,,,
2016-04-18 00:00:00+00:00,True,False,,,,,,,
2016-04-19 00:00:00+00:00,True,False,,,,,,,
2016-04-20 00:00:00+00:00,True,False,,,,,,,
2016-04-21 00:00:00+00:00,True,False,,,,,,,
2016-04-22 00:00:00+00:00,True,False,,,,,,,
2016-04-25 00:00:00+00:00,True,False,,,,,,,
2016-04-26 00:00:00+00:00,True,False,,,,,,,
